Date,Insertion_Order_Name,Insertion_Order_Goal_Type,Insertion_Order_Goal_Value(KPI),Planned_Budget,IO_Pacing,IO_Pacing_Rate,IO_Start_Date,IO_End_Date,Advertiser_Currency,Spends,Impressions,Clicks,Complete_Views
4/27/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,45137.35,365194,7907,213629
4/27/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,23679.05,188176,3624,123619
4/28/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,14946.11,153618,2885,94287
4/28/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,13098.49,102034,1394,68938
4/28/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5564.613,43128,287,34517
4/28/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,15605.37,162521,2686,94171
4/28/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17595.28,184082,3734,119576
4/28/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,17911.95,124119,1765,87891
4/28/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,26232.07,212336,4756,123558
4/28/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,47592.52,387092,8198,231463
4/28/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,23537.99,192595,3593,127477
4/29/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,18614.86,175629,3002,104152
4/29/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,20751.73,147367,1700,97541
4/29/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5821.097,47692,281,38030
4/29/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,24307.58,214256,3074,124533
4/29/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,17794.81,189103,3664,122486
4/29/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,31770.36,190924,2091,142889
4/29/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,26865.15,225578,4943,129820
4/29/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,46757.22,384930,8193,224226
4/29/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,25368.97,213756,3783,145297
4/30/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_BLR_18-44_Top20HHI_TVC_Id_Branding,CPM,132,731431,Flight,Even,4/1/2025,4/30/2025,INR,16007.62,160329,2827,94557
4/30/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_CHE_18-44_Top20HHI_TVC_Id_Branding,CPM,136,866563,Flight,Even,4/1/2025,4/30/2025,INR,19597.63,145837,1577,88956
4/30/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_COB_18-44_Top20HHI_TVC_Id_Branding,CPM,116,162775,Flight,ASAP,4/1/2025,4/30/2025,INR,5842.711,47994,361,36163
4/30/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_HYD_18-44_Top20HHI_TVC_Id_Branding,CPM,149,687779,Flight,Even,4/1/2025,4/30/2025,INR,21251.36,200232,2999,121271
4/30/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_JAI_18-44_Top20HHI_TVC_Id_Branding,CPM,117,519092,Flight,Even,4/1/2025,4/30/2025,INR,18299.87,194381,3463,130448
4/30/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_KOL_18-44_Top20HHI_TVC_Id_Branding,CPM,136,918451,Flight,Even,4/1/2025,4/30/2025,INR,22710.67,156676,2001,109314
4/30/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_MMR_18-44_Top20HHI_TVC_Id_Branding,CPM,173,1686999,Flight,Even,4/1/2025,4/30/2025,INR,28310.85,230040,4909,128684
4/30/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_NCR_18-44_Top20HHI_TVC_Id_Branding,CPM,154,2340829,Daily,Even,4/1/2025,4/30/2025,INR,46387.98,379661,8160,215242
4/30/2025,IN_DV360_Plixlife_Female_PineappleP2_1stApr2025_PUN_18-44_Top20HHI_TVC_Id_Branding,CPM,130,690364,Flight,Even,4/1/2025,4/30/2025,INR,25779.07,213111,3689,142855
